,Unnamed: 0,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
516,516,2007,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,267,20,16.7
517,517,2013,Alzheimer's Disease (G30),F,Black Non-Hispanic,106,10.1,8
518,518,2007,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,190,16.3,22.3
519,519,2007,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Not Stated/Unknown,0,10000,10000
520,520,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,0,10000,10000
521,521,2013,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,191,22.3,25
522,522,2010,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,34,10000,10000
523,523,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,71,6.1,7.1
524,524,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,58,11.4,15.5
525,525,2011,All Other Causes,F,Not Stated/Unknown,14,10000,10000
526,526,2009,All Other Causes,F,Other Race/ Ethnicity,11,10000,10000
527,527,2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,29,5.2,5.4
528,528,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,5,10000,10000
529,529,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4220,316.4,260.2
530,530,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,123,10.7,19.2
531,531,2012,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,132,11.3,19.2
532,532,2013,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,8,10000,10000
533,533,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Not Stated/Unknown,0,10000,10000
534,534,2007,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3518,245.2,167.4
535,535,2012,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,153,11.4,9.3
536,536,2008,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,0,10000,10000
537,537,2011,Septicemia (A40-A41),F,Not Stated/Unknown,0,10000,10000
538,538,2012,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,39,7.2,10.8
539,539,2007,All Other Causes,F,White Non-Hispanic,1680,117.1,81.5
540,540,2013,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,24,10000,10000
541,541,2013,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,9,10000,10000
542,542,2009,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,55,10,12.7
543,543,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,35,5.8,6.3
544,544,2008,Alzheimer's Disease (G30),F,White Non-Hispanic,151,10.5,5.1
545,545,2010,Alzheimer's Disease (G30),F,Hispanic,71,5.8,7.5
546,546,2008,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Not Stated/Unknown,5,10000,10000
547,547,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,0,10000,10000
548,548,2008,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3361,250.4,214.3
549,549,2014,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,50,10000,10000
550,550,2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,191,16,16.6
551,551,2008,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,10,10000,10000
552,552,2007,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,0,10000,10000
553,553,2009,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,5,10000,10000
554,554,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,65,12.2,15.4
555,555,2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,188,15.9,16.6
556,556,2014,All Other Causes,M,Black Non-Hispanic,1375,159.3,177.8
557,557,2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,107,10.2,8.7
558,558,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,0,10000,10000
559,559,2012,Diabetes Mellitus (E10-E14),F,Hispanic,200,16.1,18.4
560,560,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,108,10000,10000
561,561,2008,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,473,95,123.5
562,562,2010,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,6,10000,10000
563,563,2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,17,10000,10000
564,564,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,0,10000,10000
565,565,2010,All Other Causes,F,Not Stated/Unknown,18,10000,10000
566,566,2008,All Other Causes,M,Not Stated/Unknown,67,10000,10000
567,567,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2269,217.1,183.9
568,568,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Not Stated/Unknown,0,10000,10000
569,569,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,18,3.5,3.1
570,570,2007,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,345,25.8,21.7
571,571,2011,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,253,17.9,11.1
572,572,2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Not Stated/Unknown,16,10000,10000
573,573,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,377,44.2,44.2
574,574,2007,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1013,92.9,163.5
575,575,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,191,14.2,13
576,576,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,6,10000,10000
577,577,2012,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,204,19.5,16.9
578,578,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,0,10000,10000
579,579,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,0,10000,10000
580,580,2010,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,25,10000,10000
581,581,2013,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,18,10000,10000
582,582,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,152,12.9,16.4
583,583,2014,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,266,25.3,20.6
584,584,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,202,23.7,30.9
585,585,2007,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,78,6.7,8.9
586,586,2013,Alzheimer's Disease (G30),F,White Non-Hispanic,263,18.5,8.4
587,587,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,0,10000,10000
588,588,2009,All Other Causes,M,Not Stated/Unknown,55,10000,10000
589,589,2010,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Other Race/ Ethnicity,0,10000,10000
590,590,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83,15.1,20.3
591,591,2008,All Other Causes,F,White Non-Hispanic,1706,118.9,78.6
592,592,2012,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,70,13,17.5
593,593,2007,Alzheimer's Disease (G30),F,Not Stated/Unknown,0,10000,10000
594,594,2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,10,10000,10000
595,595,2014,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,112,17.9,19.1
596,596,2014,All Other Causes,M,Hispanic,1195,100.1,143.3
597,597,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,195,14.5,13.1
598,598,2014,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,418,29.5,15.6
599,599,2008,Diabetes Mellitus (E10-E14),M,Hispanic,191,17.3,31.3
600,600,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,0,10000,10000
601,601,2009,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,188,18,16.4
602,602,2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,166,11.7,8.1
603,603,2007,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,45,10000,10000
604,604,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,4535,319,160.6
605,605,2013,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,174,20.3,20.6
606,606,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,448,81.6,108.7
607,607,2012,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,352,26.3,21.8
608,608,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,56,4.7,5.3
609,609,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,111,9.9,18.3
610,610,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2243,214.3,186.7
611,611,2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,41,7.4,7.2
612,612,2014,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,50,8,8.5
613,613,2010,Septicemia (A40-A41),F,Not Stated/Unknown,0,10000,10000
614,614,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,70,10000,10000
615,615,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1382,123.1,227.9
616,616,2012,Septicemia (A40-A41),F,White Non-Hispanic,113,8,4.2
617,617,2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,6,10000,10000
618,618,2008,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,518,36.1,21.4
619,619,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5,10000,10000
620,620,2012,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,9,10000,10000
621,621,2013,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,521,36.6,21.6
622,622,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,146,17.2,18.1
623,623,2010,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,7,10000,10000
624,624,2012,All Other Causes,F,Hispanic,1109,89.5,98.8
625,625,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,254,19,17.3
626,626,2012,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,129,11,17.2
627,627,2007,All Other Causes,M,Asian and Pacific Islander,221,45.7,61.2
628,628,2013,Diabetes Mellitus (E10-E14),M,Hispanic,192,16.3,24.9
629,629,2011,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1918,183.2,163.3
630,630,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,297,22.2,19.8
631,631,2009,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,0,10000,10000
632,632,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,144,13.8,12.4
633,633,2008,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,90,18.1,30.2
634,634,2014,All Other Causes,F,Black Non-Hispanic,1536,146.4,126.4
635,635,2008,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,0,10000,10000
636,636,2009,All Other Causes,M,Other Race/ Ethnicity,18,10000,10000
637,637,2010,Viral Hepatitis (B15-B19),F,Not Stated/Unknown,0,10000,10000
638,638,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,7050,491.4,250.7
639,639,2011,Alzheimer's Disease (G30),F,Hispanic,90,7.3,9.1
640,640,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,6,10000,10000
641,641,2013,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,222,17.8,19.8
642,642,2007,"Assault (Homicide: Y87.1, X85-Y09)",M,Not Stated/Unknown,0,10000,10000
643,643,2011,All Other Causes,M,Not Stated/Unknown,38,10000,10000
644,644,2012,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,74,12.7,15.1
645,645,2010,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,7,10000,10000
646,646,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,42,10000,10000
647,647,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,452,85.5,117.8
648,648,2008,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,134,15.8,20.9
649,649,2008,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,0,10000,10000
650,650,2008,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,379,26.4,14.9
651,651,2013,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3132,232.7,194.5
652,652,2011,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,307,36,43.9
653,653,2014,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,18,10000,10000
654,654,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,25,4.4,5.1
655,655,2013,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,15,10000,10000
656,656,2009,Alzheimer's Disease (G30),F,Asian and Pacific Islander,14,2.5,3.6
657,657,2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,83,7.9,6.9
658,658,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,191,16.3,19.7
659,659,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,86,6,5.5
660,660,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,183,16.3,30.9
661,661,2008,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,32,6,8
662,662,2012,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,11,10000,10000
663,663,2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,64,5.1,5.4
664,664,2013,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,249,18.5,15.1
665,665,2013,All Other Causes,F,Hispanic,1082,86.7,94
666,666,2010,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1057,92.5,150
667,667,2008,All Other Causes,F,Other Race/ Ethnicity,19,10000,10000
668,668,2007,All Other Causes,F,Not Stated/Unknown,27,10000,10000
669,669,2013,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,60,10,10.9
670,670,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,88,6.2,6.1
671,671,2012,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,0,10000,10000
672,672,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,83,15.9,21.3
673,673,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1840,215.7,268.3
674,674,2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,5,10000,10000
675,675,2013,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1592,185.5,212.8
676,676,2012,Aortic Aneurysm and Dissection (I71),F,Other Race/ Ethnicity,0,10000,10000
677,677,2014,All Other Causes,M,White Non-Hispanic,2275,169.4,141.3
678,678,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,111,10000,10000
679,679,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1281,107.3,170.5
680,680,2012,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,17,10000,10000
681,681,2014,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,398,37.9,31.6
682,682,2011,Viral Hepatitis (B15-B19),M,Not Stated/Unknown,0,10000,10000
683,683,2014,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,193,15.2,16.8
684,684,2014,All Other Causes,F,Hispanic,1135,89.6,96
685,685,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,55,10.8,12.3
686,686,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,94,17.8,28.7
687,687,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,61,11.7,17.8
688,688,2007,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,137,16.1,22.7
689,689,2009,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,147,17.3,22.6
690,690,2007,All Other Causes,M,White Non-Hispanic,1749,130.7,115.9
691,691,2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Other Race/ Ethnicity,0,10000,10000
692,692,2008,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,132,11.9,22.8
693,693,2012,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,170,19.9,23.3
694,694,2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,5,10000,10000
695,695,2008,Aortic Aneurysm and Dissection (I71),M,Other Race/ Ethnicity,0,10000,10000
696,696,2008,All Other Causes,F,Hispanic,885,74.9,90.2
697,697,2007,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,166,15.8,15
698,698,2007,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,0,10000,10000
699,699,2012,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,102,17.5,20.7
700,700,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,154,18.1,21.7
701,701,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,36,10000,10000
702,702,2009,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,227,16.9,14.2
703,703,2012,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Hispanic,54,4.4,4.6
704,704,2013,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,9,10000,10000
705,705,2013,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,410,39.3,33.1
706,706,2007,All Other Causes,M,Black Non-Hispanic,1163,136.5,162.4
707,707,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30,5.6,7.9
708,708,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,152,14.5,12.9
709,709,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,30,6,6.3
710,710,2008,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,21,10000,10000
711,711,2007,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,213,25,33
712,712,2007,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,229,26.9,40.1
713,713,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,33,5.9,7.1
714,714,2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1261,101,113.6
715,715,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,0,10000,10000
716,716,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,56,4.6,4.5
717,717,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,0,10000,10000
718,718,2014,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,14,10000,10000
719,719,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,207,24.4,33.3
720,720,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,162,14.1,16.2
721,721,2013,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,94,10000,10000
722,722,2014,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,6,10000,10000
723,723,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,99,10000,10000
724,724,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,0,10000,10000
725,725,2010,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,5,10000,10000
726,726,2008,All Other Causes,M,Other Race/ Ethnicity,8,10000,10000
727,727,2011,All Other Causes,F,Black Non-Hispanic,1473,140.7,128.8
728,728,2011,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,444,33.3,27.8
729,729,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,0,10000,10000
730,730,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,0,10000,10000
731,731,2014,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,657,114.5,129.5
732,732,2009,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,629,43.8,23.1
733,733,2012,Diabetes Mellitus (E10-E14),M,Hispanic,194,16.6,26.1
734,734,2007,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,155,10.8,5.9
735,735,2010,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,29,10000,10000
736,736,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,0,10000,10000
737,737,2009,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,5,10000,10000
738,738,2008,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,193,13.4,9.4
739,739,2008,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,192,18.3,17.1
740,740,2009,Alzheimer's Disease (G30),F,Not Stated/Unknown,0,10000,10000
741,741,2011,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",M,Not Stated/Unknown,0,10000,10000
742,742,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,259,24.7,22.2
743,743,2012,All Other Causes,M,Black Non-Hispanic,1320,154.3,175
744,744,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,96,8,8.1
745,745,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,119,10.6,14.1
746,746,2013,All Other Causes,M,Other Race/ Ethnicity,42,10000,10000
747,747,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,12,10000,10000
748,748,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,402,70.5,86.1
749,749,2010,Atherosclerosis (I70),F,Not Stated/Unknown,0,10000,10000
750,750,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,39,10000,10000
751,751,2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Other Race/ Ethnicity,0,10000,10000
752,752,2013,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,72,13,18.5
753,753,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,107,9.8,12.8
754,754,2007,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,8,10000,10000
755,755,2007,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,0,10000,10000
756,756,2013,Alzheimer's Disease (G30),M,Other Race/ Ethnicity,0,10000,10000
757,757,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,0,10000,10000
758,758,2013,Diabetes Mellitus (E10-E14),F,Hispanic,221,17.7,19.6
759,759,2009,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,47,10000,10000
760,760,2008,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,104,8.8,11.4
761,761,2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,37,6.7,8
762,762,2008,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,5,10000,10000
763,763,2008,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,52,10.4,14.9
764,764,2014,All Other Causes,F,White Non-Hispanic,2578,181.9,110.7
765,765,2012,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,295,28.2,24.1
766,766,2009,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,14,10000,10000
767,767,2014,All Other Causes,M,Asian and Pacific Islander,424,73.9,90.4
768,768,2011,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3371,238,161.1
769,769,2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,31,5.4,5.3
770,770,2008,All Other Causes,M,White Non-Hispanic,1824,135.9,119.9
771,771,2011,All Other Causes,M,Other Race/ Ethnicity,27,10000,10000
772,772,2013,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3187,224.2,153.3
773,773,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,138,12.1,12.9
774,774,2009,All Other Causes,F,Asian and Pacific Islander,220,40.1,48.9
775,775,2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,153,11.4,9.4
776,776,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,147,12.8,20.9
777,777,2012,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,57,9.8,11.4
778,778,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Other Race/ Ethnicity,0,10000,10000
779,779,2011,Alzheimer's Disease (G30),F,Asian and Pacific Islander,24,4.2,5.4
780,780,2014,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,9,10000,10000
781,781,2008,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,33,10000,10000
